,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
3375,KYG8136V1041,SILVERSPAC A,SLVR,0,0,0,701.0,No trades done
3470,US84921J1088,SPORTSMAP TECH ACQUISITION,SMAP,0,0,0,1509.0,No trades done
3498,US8583751081,STEIN MART DEAD - DELIST.30/04/21,SMRTQ,0,0,0,1509.0,No trades done
3536,CA86730L1094,SUNDIAL GROWERS,SNDL,0,0,0,1509.0,No trades done
3349,US82622H1086,SIENNA BIOPH.,SNNAQ,0,0,0,960.0,No trades done
3308,US81723H1086,SENIOR CONNECT ACQUISITION I A,SNRH,0,0,0,1509.0,No trades done
3314,KYG8062B1068,SENTAGE HOLDINGS,SNTG,0,0,0,1046.0,No trades done
3422,IL0011213001,SODASTREAM INTERNATIONAL DEAD - DELIST.07/12/18,SODA,0,0,0,1509.0,No trades done
3420,US83370P1021,SOCIETY PASS,SOPA,0,0,0,859.0,No trades done
3441,CH1125843347,SOPHIA GENETICS,SOPH,0,0,0,28.0,No trades done
3443,US78461U1016,SORL AUTO PARTS DEAD - DELIST.18/05/20,SORL,0,0,0,322.0,No trades done
3461,KYG8651P1101,SPI ENERGY COMPANY,SPI,0,0,0,1509.0,No trades done
3368,US8270848646,SILICONWARE PRECN.INDS. SPN.ADR 1:5,SPIL,0,0,0,1509.0,No trades done
3464,US8486511053,SPK ACQUISITION,SPK,0,0,0,1509.0,No trades done
3371,KYG8201H1056,SILVER SPIKE ACQUISITION II A,SPKB,0,0,0,1509.0,No trades done
3246,KYG7T16G1039,SAPIENS INTL.,SPNS,0,0,0,1370.0,No trades done
3271,IL0010951403,SCISPARC,SPRC,0,0,0,1288.0,No trades done
3272,NA,SCISPARC ADR 1:1 DEAD - DELIST.26/08/21,SPRCY,0,0,0,1509.0,No trades done
3471,US8491961004,SPORTSTEK ACQUISITION A,SPTK,0,0,0,1268.0,No trades done
3316,US81734P2065,SEQUENTIAL BRANDS GROUP DEAD - DELIST.04/03/22,SQBGQ,0,0,0,1509.0,No trades done
3315,US81734C1062,SEQLL,SQL,0,0,0,1509.0,No trades done
3467,CH1134239669,SPORTRADAR GROUP A,SRAD,0,0,0,633.0,No trades done
3249,KYG7823W1024,SARISSA CAPITAL ACQUISITION A,SRSA,0,0,0,1509.0,No trades done
3265,US8086411043,SCIENCE STRATEGIC ACQUISITION ALPHA A,SSAA,0,0,0,1509.0,No trades done
3512,KYG851581069,STONECO A,STNE,0,0,0,156.0,No trades done
3472,KYG8377A1085,SPRING VALLEY ACQUISITION A,SV,0,0,0,161.0,No trades done
3385,AGP8696W1045,SINOVAC BIOTECH,SVA,0,0,0,1008.0,No trades done
3558,KYG8601L1023,SVF INVESTMENT A,SVFA,0,0,0,1509.0,No trades done
22,KYG806941053,7 ACQUISITION A,SVNA,0,0,0,320.0,No trades done
3424,US83407J1034,SOFTWARE ACQUISITION GROUP III A,SWAG,0,0,0,1509.0,No trades done
417,US04748A1060,ATHLON ACQUISITION A,SWET,0,0,0,239.0,No trades done
3354,CA8265161064,SIERRA WIRELESS (NAS),SWIR,0,0,0,331.0,No trades done
860,VGG2161P1163,CHINA SXT PHARMACEUTICALS,SXTC,0,0,0,1509.0,No trades done
3414,US83356Q1085,SO YOUNG INTERNATIONAL ADR 13:10,SY,0,0,0,764.0,No trades done
3572,US8716283010,SYNTHESIS ENERGY SYSTEMS,SYNE,0,0,0,1509.0,No trades done
3391,US83014E1091,SIZZLE ACQUISITION,SZZL,0,0,0,1499.0,No trades done
3591,VGG8675X1235,TANTECH HOLDINGS,TANH,0,0,0,1509.0,No trades done
3592,VGG8675V1195,TAOPING,TAOP,0,0,0,1509.0,No trades done
3600,IL0010827264,TAT TECHNOLOGIES,TATT,0,0,0,1509.0,No trades done
3664,US88605T1007,THUNDER BRIDGE CAPITAL PARTNERS III A,TBCP,0,0,0,1509.0,No trades done
3578,IL0011754137,TABOOLA COM,TBLA,0,0,0,298.0,No trades done
3604,KYG8657L1059,TB ACQUISITION A,TBSA,0,0,0,78.0,No trades done
3746,US89856T2033,TUANCHE ADR 1:16,TC,0,0,0,754.0,No trades done
3747,KYG9118J1013,TUATARA CAPITAL ACQUISITION A,TCAC,0,0,0,754.0,No trades done
3609,KYG8704C1244,TCV ACQUISITION A,TCVA,0,0,0,268.0,No trades done
429,GB00BZ09BD16,ATLASSIAN 'A',TEAM,0,0,0,242.0,No trades done
3593,US8761082002,TARENA INTERNATIONAL ADR 1:5,TEDU,0,0,0,1509.0,No trades done
3615,KYG871191063,TECH.TELECM.ACQ.A,TETE,0,0,0,217.0,No trades done
3691,US89157E1038,TOUCHPOINT GROUP HOLDINGS,TGHI,0,0,0,1509.0,No trades done
3708,CA8936621066,TRANSGLOBE ENERGY (NAS),TGL,0,0,0,227.0,No trades done
3647,US87251T1097,TG VENTURE ACQUISITION A,TGVC,0,0,0,1509.0,No trades done
3663,KYG7158C1015,THRIVE ACQUISITION A,THAC,0,0,0,1509.0,No trades done
3755,US90070A1034,TUSCAN HOLDINGS II,THCA,0,0,0,953.0,No trades done
3808,US91531W1062,UP FINTECH HOLDING ADR 1:15,TIGR,0,0,0,1509.0,No trades done
3666,KYG8884K1022,TIAN RUIXIANG HOLDINGS A,TIRX,0,0,0,685.0,No trades done
3687,IL0010827348,TOP IMAGE SYSTEMS DEAD - DELIST.07/05/19,TISA,0,0,0,86.0,No trades done
3624,US87960W2035,TELIGENT,TLGTQ,0,0,0,1509.0,No trades done
3683,KYG8656T1094,TLGY ACQUISITION A,TLGY,0,0,0,1509.0,No trades done
3599,US8765451047,TASTEMAKER ACQUISITION A,TMKR,0,0,0,592.0,No trades done
3752,KYG9127T1085,TURMERIC ACQUISITION A,TMPM,0,0,0,1509.0,No trades done
3672,US88770Q1058,TINTRI,TNTRQ,0,0,0,121.0,No trades done
3587,KYG866561080,TALON 1 ACQUISITION A,TOAC,0,0,0,1506.0,No trades done
3688,MHY8897Y1804,TOP SHIPS,TOPS,0,0,0,1056.0,No trades done
3751,US89977P1066,TUNIU ADR CLASS A 1:3,TOUR,0,0,0,330.0,No trades done
3695,US89214P1093,TOWNEBANK,TOWN,0,0,0,1509.0,No trades done
3696,KYG8990L1014,TPB ACQUISITION I A,TPBA,0,0,0,1509.0,No trades done
3728,US8964423086,TRINITY CAPITAL,TRIN,0,0,0,1509.0,No trades done
1004,KYG2426E1044,CORNER GROWTH ACQUISITION 2 A,TRON,0,0,0,1509.0,No trades done
3736,KYG9094C1042,TROOPS,TROO,0,0,0,835.0,No trades done
3734,US89686D1054,TRIVAGO ADR 1:1,TRVG,0,0,0,1509.0,No trades done
3623,CA8795123097,TELESAT B VARIABLE VOTING A,TSAT,0,0,0,1014.0,No trades done
3693,IL0010823792,TOWER,TSEM,0,0,0,827.0,No trades done
3675,US88825H1005,TISHMAN SPEYER INNOVATION II A,TSIB,0,0,0,819.0,No trades done
3703,KYG898771079,TRADEUP GLOBAL A,TUGC,0,0,0,725.0,No trades done
556,US09001T1060,BILANDER ACQUISITION A,TWCB,0,0,0,1509.0,No trades done
3757,US90118T1060,TWELVE SEAS INVESTMENT II A,TWLV,0,0,0,1509.0,No trades done
3766,KYG915951019,TZP STRATEGIES ACQUISITION A,TZPS,0,0,0,1509.0,No trades done
3769,US90354D1046,UCLOUDLINK GROUP ADR 1:10,UCL,0,0,0,446.0,No trades done
3770,KYG9449A1004,UCOMMUNE INTERNATIONAL A,UK,0,0,0,164.0,No trades done
3783,US90466Y1038,UNICYCIVE THERAPEUTICS,UNCY,0,0,0,628.0,No trades done
3806,KYG9442G1047,UNIVERSE PHARMS,UPC,0,0,0,314.0,No trades done
3702,US89268A1079,TRADEUP ACQUISITION,UPTD,0,0,0,174.0,No trades done
3812,CA91702V1013,URANIUM ROYALTY (NAS),URC,0,0,0,1509.0,No trades done
3825,US90355N1019,USCB FINANCIAL HOLDINGS A,USCB,0,0,0,277.0,No trades done
3827,KYG9473A1094,UTA ACQUISITION A,UTAA,0,0,0,1509.0,No trades done
3829,KYG9411M1087,UTIME,UTME,0,0,0,494.0,No trades done
3831,US91818X1081,UXIN ADR 1:3,UXIN,0,0,0,1509.0,No trades done
3853,KYG9460A1040,VECTOR ACQUISITION II A,VAQC,0,0,0,1231.0,No trades done
3889,KYG9440B1077,VICKERS VANTAGE I,VCKA,0,0,0,273.0,No trades done
0,KYG870761080,10X CAPITAL VENTURE ACQUISITION II A,VCXA,0,0,0,737.0,No trades done
3892,US92657J1016,VIDEOCON D2H ADR 1:4 DEAD - DELIST.13/04/18,VDTH,0,0,0,1509.0,No trades done
3842,US92211L1052,VANTAGE ENERGY ACQ.CL.A DEAD - DELIST.16/04/19,VEACU,0,0,0,1509.0,No trades done
3851,CH1109007893,VECTIVBIO HOLDING,VECT,0,0,0,652.0,No trades done
3761,US90177C1018,TWIN VEE POWERCATS,VEEE,0,0,0,95.0,No trades done
3855,US92259E1047,VELOCITY ACQUISITION A,VELO,0,0,0,945.0,No trades done
3859,KYG9420F1028,VENUS ACQUISITION,VENA,0,0,0,412.0,No trades done
3861,US91822M1062,VEON ADR 1:1,VEON,0,0,0,1509.0,No trades done
3835,VGG9320Z1099,VAHANNA TECH EDGE ACQUISITION I A,VHNA,0,0,0,263.0,No trades done
23,US81786A1079,7GC HOLDINGS A,VII,0,0,0,835.0,No trades done
3903,KYG9451V1095,VINCI PARTNERS INVESTMENTS A,VINP,0,0,0,1193.0,No trades done
3906,US92762J1034,VIOMI TECHNOLOGY ADR 1:3,VIOT,0,0,0,112.0,No trades done
3839,KYG9460N1060,VALOR LATITUDE ACQUISITION A,VLAT,0,0,0,280.0,No trades done
3836,US91914N3017,VALERITAS HOLDINGS DEAD - DELIST.01/07/20,VLRXQ,0,0,0,86.0,No trades done
3931,US91842V1026,VMG CONSUMER ACQUISITION A,VMGA,0,0,0,1509.0,No trades done
3932,US90138A1034,VNET GROUP ADR 1:6,VNET,0,0,0,1509.0,No trades done
3933,US92857W3088,VODAFONE GP.SPN.ADR 1:10,VOD,0,0,0,222.0,No trades done
3938,KYG9460L1260,VPC IPCT.ACQ.HDG.II A,VPCB,0,0,0,1509.0,No trades done
3857,US92280L1017,VENTOUX CCM ACQUISITION,VTAQ,0,0,0,1509.0,No trades done
3852,US92244F1093,VECTOIQ ACQUISITION II A,VTIQ,0,0,0,1220.0,No trades done
3925,KYG9440D1034,VITRU,VTRU,0,0,0,1509.0,No trades done
3928,GB00BD3VDH82,VIVOPOWER INTERNATIONAL,VVPR,0,0,0,1509.0,No trades done
3930,US9285513084,VIVUS DEAD - DELIST.14/12/20,VVUSQ,0,0,0,35.0,No trades done
3945,VGG941841014,WAH FU EDUCATION GROUP,WAFU,0,0,0,1509.0,No trades done
3947,KYG9460C1006,WALDENCAST ACQUISITION A,WALD,0,0,0,1509.0,No trades done
3961,US9485961018,WEIBO ADR 1:1,WB,0,0,0,1509.0,No trades done
3960,US94733A1043,WEB.COM GROUP DEAD - DELIST.11/10/18,WEB,0,0,0,1509.0,No trades done
3962,BMG9525W1091,WEJO GROUP,WEJO,0,0,0,1509.0,No trades done
1550,IL0010828585,G.WILLI-FOOD INTL.,WILC,0,0,0,1509.0,No trades done
3980,CA96810C1014,WILDBRAIN (NAS) DEAD - DELIST.24/12/19,WILD,0,0,0,1098.0,No trades done
3987,US97264L1008,WIMI HOLOGRAM CLOUD ADR 1:2,WIMI,0,0,0,1509.0,No trades done
3988,US97382A3095,WINDSTREAM HOLDINGS DEAD - DELIST.22/09/20,WINMQ,0,0,0,1150.0,No trades done
3991,KYG972231040,WINS FINANCE HDG.,WINSF,0,0,0,41.0,No trades done
3997,IL0011301780,WIX COM,WIX,0,0,0,241.0,No trades done
3949,IL0011765851,WALKME,WKME,0,0,0,1509.0,No trades done
3974,US9608781061,WESTMORELAND COAL DEAD - DELIST.13/04/20,WLBAQ,0,0,0,1509.0,No trades done
2409,VGG9604C1077,MEIWU TECHNOLOGY COMPANY,WNW,0,0,0,1509.0,No trades done
1353,US30069X1028,EXCELFIN ACQUISITION A,XFIN,0,0,0,1509.0,No trades done
4032,US98419E1082,XUNLEI CL.A ADR 1:5,XNET,0,0,0,160.0,No trades done
4027,KYG9831X1060,XPAC ACQUISITION A,XPAX,0,0,0,663.0,No trades done
3044,US73919C1009,PWR.DIG.INFR.ACQ.II A,XPDB,0,0,0,1509.0,No trades done
4024,CA98420Q2071,XORTX THERAPEUTICS (NAS),XRTX,0,0,0,1509.0,No trades done
4033,US98421X1028,XYNOMIC PHARMACEUTICALS HOLDINGS,XYNO,0,0,0,1478.0,No trades done
2472,KYG6180C1050,MINGZHU LOGISTICS HOLDINGS,YGMZ,0,0,0,1509.0,No trades done
2,US68247Q1022,111 ADR 1:2,YI,0,0,0,82.0,No trades done
4040,US98585M1080,YINTECH INV.HDG.ADR 1:20 DEAD - DELIST.25/11/20,YIN,0,0,0,280.0,No trades done
4048,US98873N1072,YUNJI ADR 1:10,YJ,0,0,0,1509.0,No trades done
4035,NL0009805522,YANDEX,YNDX,0,0,0,417.0,No trades done
4041,US9860051062,YOGAWORKS DEAD - DELIST.09/06/21,YOGAQ,0,0,0,1066.0,No trades done
3,US81807M2052,17 ED.TGP.ADR 1:10,YQ,0,0,0,942.0,No trades done
4037,KYG983381099,YATRA ONLINE,YTRA,0,0,0,1509.0,No trades done
2267,CA53634Q2045,LIQUID MEDIA GROUP,YVR,0,0,0,425.0,No trades done
4058,KYG9897X1079,ZHONGCHAO A,ZCMD,0,0,0,804.0,No trades done
4057,KYG9889V1014,ZENVIA A,ZENV,0,0,0,804.0,No trades done
4067,VGG9892K1003,ZK INTERNATIONAL GROUP,ZKIN,0,0,0,1507.0,No trades done
4062,US9895701061,ZIMMER ENERGY TRANSITION ACQUISITION A,ZT,0,0,0,1509.0,No trades done
4049,US98880C1027,Z WORK ACQUISITION A,ZWRK,0,0,0,834.0,No trades done
371,US04269X1054,ARRAY BIOPHARMA DEAD - DELIST.31/07/19,ARRY,25,21,3,135.0,Non-unique-ticker
372,US04271T1007,ARRAY TECHNOLOGIES,ARRY,25,21,3,325.0,Non-unique-ticker
2232,US5312297063,LIBERTY MDA.SR.A LBRTY. BRAVES,BATRA,333,20,9,278.0,Non-unique-ticker
2235,US5312298889,LIBERTY MDA.SR.C LBRTY. BRAVES,BATRA,333,20,9,1509.0,Non-unique-ticker
585,US0906721065,BIOTELEMETRY DEAD - DELIST.10/02/21,BEAT,12,7,3,242.0,Non-unique-ticker
1754,US42238H1086,HEARTBEAM,BEAT,12,7,3,941.0,Non-unique-ticker
533,US0773472016,BEL FUSE 'A',BELFB,205,22,6,165.0,Non-unique-ticker
534,US0773473006,BEL FUSE 'B',BELFB,205,22,6,521.0,Non-unique-ticker
797,US1535271068,CENTRAL GDN.& PET,CENT,818,41,8,1509.0,Non-unique-ticker
798,US1535272058,CENTRAL GDN.& PET 'A' NV.,CENT,818,41,8,1509.0,Non-unique-ticker
935,IL0011691438,COGNYTE SOFTWARE,CGNT,263,28,9,243.0,Non-unique-ticker
931,US19243A1043,COGENTIX MEDICAL DEAD - DELIST.24/04/18,CGNT,263,28,9,1509.0,Non-unique-ticker
692,US1276861036,CAESARS ENTERTAINMENT DEAD - DELIST.21/07/20,CZR,276,24,7,1230.0,Non-unique-ticker
691,US12769G1004,CAESARS ENTERTAINMENT,CZR,276,24,7,296.0,Non-unique-ticker
1140,US2539221083,DIME CMTY.BCSH. DEAD - DELIST.30/01/21,DCOM,780,39,10,1509.0,Non-unique-ticker
1141,US25432X1028,DIME COMMUNITY BANCSHARES,DCOM,780,39,10,1509.0,Non-unique-ticker
1114,US24983L1044,DERMIRA DEAD - DELIST.21/02/20,DERM,0,0,0,472.0,Non-unique-ticker
2074,US48115J1097,JOURNEY MEDICAL,DERM,0,0,0,1509.0,Non-unique-ticker
1165,US2577012014,DONEGAL GP.'A',DGICA,718,33,8,1509.0,Non-unique-ticker
1166,US2577013004,DONEGAL GP.'B',DGICA,718,33,8,1509.0,Non-unique-ticker
1144,US25470F1049,DISCOVERY SERIES A,DISCA,962,34,10,1509.0,Non-unique-ticker
1145,US25470F2039,DISCOVERY SERIES B,DISCA,962,34,10,219.0,Non-unique-ticker
1146,US25470F3029,DISCOVERY SERIES C,DISCA,962,34,10,1509.0,Non-unique-ticker
1502,US35137L1052,FOX A,FOXA,0,0,0,1509.0,Non-unique-ticker
1503,US35137L2043,FOX B,FOXA,0,0,0,203.0,Non-unique-ticker
1516,US3580541049,FRESHWORKS A,FRSH,0,0,0,246.0,Non-unique-ticker
2833,US6988141007,PAPA MURPHYS HOLDINGS DEAD - DELIST.24/05/19,FRSH,0,0,0,1509.0,Non-unique-ticker
1526,US30289C1027,FSB BANCORP DEAD - DELIST.04/05/20,FSBC,0,0,0,1509.0,Non-unique-ticker
1461,US33830T1034,FIVE STAR BANCORP,FSBC,0,0,0,552.0,Non-unique-ticker
2239,US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,FWONA,416,21,9,180.0,Non-unique-ticker
2238,US5312298707,LIBERTY MEDIA FORMULA ONE SR.A,FWONA,416,21,9,55.0,Non-unique-ticker
1520,US35906A3068,FRONTIER COMMUNICATIONS DEAD - DELIST.03/05/21,FYBR,809,66,9,1509.0,Non-unique-ticker
1521,US35909D1090,FRONTIER COMMUNICATIONS PARENT,FYBR,809,66,9,1509.0,Non-unique-ticker
215,US02079K1079,ALPHABET 'C',GOOGL,1600,25,8,1509.0,Non-unique-ticker
214,US02079K3059,ALPHABET A,GOOGL,1600,25,8,1509.0,Non-unique-ticker
2104,US4881522084,KELLY SERVICES 'A',KELYA,985,45,9,1509.0,Non-unique-ticker
2105,US4881523074,KELLY SERVICES 'B',KELYA,985,45,9,777.0,Non-unique-ticker
2221,US5303071071,LIBERTY BROADBAND SR.A,LBRDA,164,12,9,608.0,Non-unique-ticker
2222,US5303073051,LIBERTY BROADBAND SR.C,LBRDA,164,12,9,1509.0,Non-unique-ticker
2225,GB00B8W67662,LIBERTY GLOBAL CL.A,LBTYA,690,21,8,786.0,Non-unique-ticker
2226,GB00B8W67779,LIBERTY GLOBAL CL.B,LBTYA,690,21,8,251.0,Non-unique-ticker
2229,GB00B8W67B19,LIBERTY GLOBAL SR.C,LBTYA,690,21,8,1509.0,Non-unique-ticker
2230,BMG9001E1021,LIBERTY LATIN AMERICA A,LILA,338,15,6,1509.0,Non-unique-ticker
2231,BMG9001E1286,LIBERTY LATIN AMERICA C,LILA,338,15,6,415.0,Non-unique-ticker
2227,GB00BTC0M714,LIBERTY GLOBAL LILAC CLASS A,LILA,338,15,6,1509.0,Non-unique-ticker
2228,GB00BTC0MD78,LIBERTY GLOBAL LILAC CLASS C,LILA,338,15,6,262.0,Non-unique-ticker
2315,US5504321085,LUOKUNG TECHNOLOGY ADR 1:1,LKCO,0,0,0,685.0,Non-unique-ticker
2314,VGG569811067,LUOKUNG TECHNOLOGY,LKCO,0,0,0,1509.0,Non-unique-ticker
2233,US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,LSXMA,328,20,9,1509.0,Non-unique-ticker
2234,US5312295083,LIBERTY MDA.SR.B LBRTY. SIRIUSXM,LSXMA,328,20,9,762.0,Non-unique-ticker
2236,US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,LSXMA,328,20,9,985.0,Non-unique-ticker
2241,US5314651028,LIBERTY TRIP ADVI.HDG. SR.A,LTRPA,66,12,7,56.0,Non-unique-ticker
2242,US5314652018,LIBERTY TRIP ADVI.HDG. SR.B,LTRPA,66,12,7,180.0,Non-unique-ticker
2243,US53071M8560,LIBERTY VENTURES 'A' DEAD - DELIST.12/03/18,LVNTA,0,0,0,1509.0,Non-unique-ticker
2244,US53071M8644,LIBERTY VENTURES 'B' DEAD - DELIST.12/03/18,LVNTA,0,0,0,1509.0,Non-unique-ticker
2568,US6373722023,NATIONAL RESEARCH,NRC,467,18,7,197.0,Non-unique-ticker
2569,US6373723013,NATIONAL RESEARCH 'B' DEAD - DELIST.18/04/18,NRC,467,18,7,1509.0,Non-unique-ticker
2623,US65249B1098,NEWS 'A',NWSA,0,0,0,1509.0,Non-unique-ticker
2624,US65249B2088,NEWS 'B',NWSA,0,0,0,1103.0,Non-unique-ticker
2912,US69336T1060,PHI DEAD - DELIST.04/09/19,PHIKQ,123,14,7,916.0,Non-unique-ticker
2913,US69336T2050,PHI NON-VOTING DEAD - DELIST.04/09/19,PHIKQ,123,14,7,1509.0,Non-unique-ticker
3019,US74368L1044,PROTECTIVE INSURANCE A DEAD - DELIST.02/06/21,PTVCB,0,0,0,1509.0,Non-unique-ticker
3020,US74368L2034,PROTECTIVE INSURANCE B DEAD - DELIST.02/06/21,PTVCB,0,0,0,1509.0,Non-unique-ticker
3049,US74727D2071,QAD 'B' DEAD - DELIST.08/11/21,QADB,664,21,9,1354.0,Non-unique-ticker
3048,US74727D3061,QAD 'A' DEAD - DELIST.08/11/21,QADB,664,21,9,1509.0,Non-unique-ticker
3074,US74915M1009,QURATE RETAIL SERIES A,QRTEA,904,24,9,1122.0,Non-unique-ticker
3075,US74915M2098,QURATE RETAIL SERIES B,QRTEA,904,24,9,108.0,Non-unique-ticker
3107,US7554081015,READING INTL.'A',RDI,635,26,9,1509.0,Non-unique-ticker
3106,US7554082005,READING INTL. 'B',RDI,635,26,9,1509.0,Non-unique-ticker
3213,GB00BMVP7Y09,ROYALTY PHARMA A,RPRX,92,16,5,1509.0,Non-unique-ticker
3150,US76028H2094,REPROS THERAPEUTICS DEAD - DELIST.01/02/18,RPRX,92,16,5,110.0,Non-unique-ticker
3156,US76090R1014,RESHAPE LIFESCIENCES,RSLS,94,30,6,1509.0,Non-unique-ticker
3157,US7611236032,RESHAPE LIFESCIENCES DEAD - DELIST.16/06/21,RSLS,94,30,6,1509.0,Non-unique-ticker
3219,US7818462092,RUSH ENTERPRISES 'A',RUSHB,771,32,7,318.0,Non-unique-ticker
3220,US7818463082,RUSH ENTERPRISES 'B',RUSHB,771,32,7,1167.0,Non-unique-ticker
1874,US4517311035,IGNYTA DEAD - DELIST.09/02/18,RXDX,14,10,3,1375.0,Non-unique-ticker
3010,US74349U1088,PROMETHEUS BIOSCIENCES,RXDX,14,10,3,1509.0,Non-unique-ticker
3305,US8170701051,SENECA FOODS,SENEA,143,26,6,278.0,Non-unique-ticker
3306,US8170705011,SENECA FOODS 'A',SENEA,143,26,6,255.0,Non-unique-ticker
3758,US90130A3095,TWENTY FIRST CENTURY FOX A,TFCFA,0,0,0,1509.0,Non-unique-ticker
3759,US90130A4085,TWENTY-FIRST CENTURY FOX B,TFCFA,0,0,0,127.0,Non-unique-ticker
3667,US88675R1095,TIGENIX ADR 1:20 DEAD - DELIST.31/01/20,TIG,37,15,5,1509.0,Non-unique-ticker
3715,US89457R1014,TREAN INSURANCE GROUP,TIG,37,15,5,1509.0,Non-unique-ticker
3669,CA8867901040,TILL CAPITAL (OTC),TIL,6,3,2,111.0,Non-unique-ticker
1959,US45783C1018,INSTIL BIO,TIL,6,3,2,373.0,Non-unique-ticker
3814,US91705J1051,URBAN ONE 'A',UONEK,0,0,0,1509.0,Non-unique-ticker
3815,US91705J2042,URBAN ONE 'D' NON VTG.,UONEK,0,0,0,937.0,Non-unique-ticker
3881,CA88340B1094,VERY GOOD FOOD (NAS) COMPANY,VERY,0,0,0,508.0,Non-unique-ticker
3867,US92347D1000,VERICITY,VERY,0,0,0,277.0,Non-unique-ticker
3883,US92553P1021,VIACOM 'A' DEAD - DELIST.05/12/19,VIAB,0,0,0,1509.0,Non-unique-ticker
3884,US92553P2011,VIACOM 'B' DEAD - DELIST.05/12/19,VIAB,0,0,0,612.0,Non-unique-ticker
4060,US98954M1018,ZILLOW GROUP CLASS A,ZG,0,0,0,1205.0,Non-unique-ticker
4061,US98954M2008,ZILLOW GROUP CLASS C,ZG,0,0,0,995.0,Non-unique-ticker
253,US02376R1023,AMERICAN AIRLINES GROUP,AAL,577,37,8,671.0,None
419,US0482091008,ATLANTIC AMERICAN,AAME,229,17,7,20.0,None
317,US03823U1025,APPLIED OPTOELECTRONICS,AAOI,511,18,8,261.0,None
32,US0003602069,AAON,AAON,687,30,9,1509.0,None
312,US0378331005,APPLE,AAPL,1568,44,7,151.0,None
454,US0533061067,AUTOSCOPE TECHNOLOGIES,AATC,422,29,7,262.0,None
426,US0491642056,ATLAS AIR WWD.HDG.,AAWW,1172,35,7,17.0,None
33,US0025671050,ABAXIS DEAD - DELIST.01/08/18,ABAX,812,19,7,1509.0,None
264,US03076K1088,AMERIS BANCORP,ABCB,741,48,8,501.0,None
704,US13201A1079,CAMBIUM LEARNING GROUP DEAD - DELIST.19/12/18,ABCD,125,16,6,1150.0,None
35,CA00288U1066,ABCELLERA BIOLOGICS,ABCL,37,12,4,1014.0,None
36,US00289Y1073,ABEONA THERAPEUTICS,ABEO,102,30,7,262.0,None
341,US00211Y5069,ARCA BIOPHARMA,ABIO,109,34,7,1027.0,None
39,US0036541003,ABIOMED,ABMD,1150,40,8,796.0,None
152,US0090661010,AIRBNB A,ABNB,226,15,8,1509.0,None
74,US00509G2093,ACUMEN PHARMACEUTICALS,ABOS,18,8,5,1509.0,None
43,US00091E1091,ABSCI,ABSI,17,10,3,651.0,None
194,US01748H1077,ALLEGIANCE BANCSHARES,ABTX,348,32,7,1509.0,None
339,CA03879J1003,ARBUTUS BIOPHARMA (NAS),ABUS,18,6,5,1508.0,None
49,US0042251084,ACADIA PHARMACEUTICALS,ACAD,396,35,8,312.0,None
420,US0482692037,ATLANTIC CAP.BANCSHARES DEAD - DELIST.01/03/22,ACBI,349,27,8,117.0,None
54,US00437E1029,ACCOLADE,ACCD,59,17,5,484.0,None
60,US00444P1084,ACER THERAPEUTICS,ACER,110,26,10,1371.0,None
90,US0070021086,ADICET BIO,ACET,76,16,7,1509.0,None
61,US0044461004,ACETO DEAD - DELIST.01/10/19,ACETQ,648,38,8,1509.0,None
421,US0484261005,ATLANTIC COAST FINANCIAL DEAD - DELIST.29/05/18,ACFC,72,14,5,859.0,None
345,BMG0450A1053,ARCH CAP.GP.,ACGL,1047,42,10,70.0,None
48,US00404A1097,ACADIA HEALTHCARE CO.,ACHC,602,43,8,430.0,None
66,US00448Q2012,ACHILLION PHARMS. DEAD - DELIST.29/01/20,ACHN,204,36,8,434.0,None
64,US0044685008,ACHIEVE LIFE SCIENCES,ACHV,186,23,7,215.0,None
45,US00401C1080,ACACIA COMMUNICATIONS DEAD - DELIST.02/03/21,ACIA,363,21,7,1509.0,None
67,US0044981019,ACI WORLDWIDE,ACIW,589,45,8,820.0,None
474,US0545402085,AXCELIS TECHS.,ACLS,586,37,9,94.0,None
344,US03940C1009,ARCELLX,ACLX,10,6,2,30.0,None
69,US00108J1097,ACM RESEARCH CL.A,ACMR,83,11,7,1014.0,None
70,US0008681092,ACNB,ACNB,840,32,5,873.0,None
71,US00484M6012,ACORDA THERAPEUTICS,ACOR,538,27,7,460.0,None
68,US00461U1051,ACLARIS THERAPEUTICS,ACRS,228,22,7,786.0,None
59,US00444T1007,ACELRX PHARMACEUTICALS,ACRX,190,22,7,1509.0,None
1262,US29249E1091,ENACT HOLDINGS,ACT,14,12,2,1509.0,None
73,US0050941071,ACTUA DEAD - DELIST.20/04/18,ACTA,554,16,8,1509.0,None
46,US0038813079,ACACIA RESH.-ACI.TECHS.,ACTG,691,32,8,1509.0,None
77,US00091G1040,ACV AUCTIONS A,ACVA,38,6,5,720.0,None
75,US00510M1045,ACURX PHARMACEUTICALS,ACXP,4,3,1,954.0,None
83,US00653A1079,ADAPTIMMUNE THERAPEUTICS ADR 1:6,ADAP,119,24,3,1509.0,None
93,US00724F1012,ADOBE (NAS),ADBE,1712,55,7,1509.0,None
